"Brown Hair"
"White Hair"
"Black Hair"
"Blond Hair"
"No Hair"
"Blue Hair"
"Red Hair"
"Bald"
"Auburn Hair"
"Grey Hair"
"Silver Hair"
"Purple Hair"
"Strawberry Blond Hair"
"Green Hair"
"Reddish Blond Hair"
"Gold Hair"
"Orange Hair"
"Pink Hair"
"Variable Hair"
"Yellow Hair"
"Light Brown Hair"
"Magenta Hair"
"Bronze Hair"
"Dyed Hair"
"Orange-brown Hair"
